Uniform_001.csv,0.01,0.01,0.830917045871
Uniform_001.csv,0.01,0.02,0.921279909754
Uniform_001.csv,0.01,0.03,0.945596680149
Uniform_001.csv,0.01,0.04,0.952210847681
Uniform_001.csv,0.01,0.05,0.962230450675
Uniform_001.csv,0.01,0.06,0.968879824589
Uniform_001.csv,0.01,0.07,0.975810895489
Uniform_001.csv,0.01,0.08,0.978542766043
Uniform_001.csv,0.01,0.09,0.981484696127
Uniform_001.csv,0.01,0.1,0.982814974478
Uniform_001.csv,0.02,0.01,0.874236842106
Uniform_001.csv,0.02,0.02,0.938260404614
Uniform_001.csv,0.02,0.03,0.960717801338
Uniform_001.csv,0.02,0.04,0.968532105405
Uniform_001.csv,0.02,0.05,0.974314318619
Uniform_001.csv,0.02,0.06,0.979722847395
Uniform_001.csv,0.02,0.07,0.982381351259
Uniform_001.csv,0.02,0.08,0.984799120936
Uniform_001.csv,0.02,0.09,0.986458643342
Uniform_001.csv,0.02,0.1,0.987452324544
Uniform_001.csv,0.03,0.01,0.903217406019
Uniform_001.csv,0.03,0.02,0.953148185018
Uniform_001.csv,0.03,0.03,0.971031035506
Uniform_001.csv,0.03,0.04,0.978240824079
Uniform_001.csv,0.03,0.05,0.982106640612
Uniform_001.csv,0.03,0.06,0.983924419057
Uniform_001.csv,0.03,0.07,0.985203324004
Uniform_001.csv,0.03,0.08,0.987862237414
Uniform_001.csv,0.03,0.09,0.989293710115
Uniform_001.csv,0.03,0.1,0.990413165165
Uniform_001.csv,0.04,0.01,0.907045626513
Uniform_001.csv,0.04,0.02,0.956120536339
Uniform_001.csv,0.04,0.03,0.972932052475
Uniform_001.csv,0.04,0.04,0.979539386662
Uniform_001.csv,0.04,0.05,0.983998923062
Uniform_001.csv,0.04,0.06,0.985859488341
Uniform_001.csv,0.04,0.07,0.987307648528
Uniform_001.csv,0.04,0.08,0.988538067016
Uniform_001.csv,0.04,0.09,0.989992793078
Uniform_001.csv,0.04,0.1,0.990855043222
Uniform_001.csv,0.05,0.01,0.92408894362
Uniform_001.csv,0.05,0.02,0.962636328778
Uniform_001.csv,0.05,0.03,0.977171471185
Uniform_001.csv,0.05,0.04,0.982443220281
Uniform_001.csv,0.05,0.05,0.986280983991
Uniform_001.csv,0.05,0.06,0.989051345816
Uniform_001.csv,0.05,0.07,0.990099349727
Uniform_001.csv,0.05,0.08,0.991271930503
Uniform_001.csv,0.05,0.09,0.992166065906
Uniform_001.csv,0.05,0.1,0.992674706163
Uniform_001.csv,0.06,0.01,0.931979634182
Uniform_001.csv,0.06,0.02,0.964890529422
Uniform_001.csv,0.06,0.03,0.976151781647
Uniform_001.csv,0.06,0.04,0.982228782207
Uniform_001.csv,0.06,0.05,0.985346155
Uniform_001.csv,0.06,0.06,0.988225672502
Uniform_001.csv,0.06,0.07,0.989345796158
Uniform_001.csv,0.06,0.08,0.990061721725
Uniform_001.csv,0.06,0.09,0.990896471255
Uniform_001.csv,0.06,0.1,0.991602867007
Uniform_001.csv,0.07,0.01,0.935912529546
Uniform_001.csv,0.07,0.02,0.967343153343
Uniform_001.csv,0.07,0.03,0.977525205149
Uniform_001.csv,0.07,0.04,0.984424113133
Uniform_001.csv,0.07,0.05,0.987902632127
Uniform_001.csv,0.07,0.06,0.988762428211
Uniform_001.csv,0.07,0.07,0.99062439715
Uniform_001.csv,0.07,0.08,0.991122608087
Uniform_001.csv,0.07,0.09,0.992450203845
Uniform_001.csv,0.07,0.1,0.99293014327
Uniform_001.csv,0.08,0.01,0.9458499602
Uniform_001.csv,0.08,0.02,0.970579538436
Uniform_001.csv,0.08,0.03,0.979153371797
Uniform_001.csv,0.08,0.04,0.985660418057
Uniform_001.csv,0.08,0.05,0.988564195581
Uniform_001.csv,0.08,0.06,0.990516156444
Uniform_001.csv,0.08,0.07,0.992061642771
Uniform_001.csv,0.08,0.08,0.993012316948
Uniform_001.csv,0.08,0.09,0.993372134087
Uniform_001.csv,0.08,0.1,0.994017612043
Uniform_001.csv,0.09,0.01,0.940843548842
Uniform_001.csv,0.09,0.02,0.970594002626
Uniform_001.csv,0.09,0.03,0.981694700574
Uniform_001.csv,0.09,0.04,0.986559269632
Uniform_001.csv,0.09,0.05,0.989514812262
Uniform_001.csv,0.09,0.06,0.991343900898
Uniform_001.csv,0.09,0.07,0.991673835085
Uniform_001.csv,0.09,0.08,0.992455673203
Uniform_001.csv,0.09,0.09,0.993206751809
Uniform_001.csv,0.09,0.1,0.993914704216
Uniform_001.csv,0.1,0.01,0.948606466273
Uniform_001.csv,0.1,0.02,0.973461656893
Uniform_001.csv,0.1,0.03,0.982903157535
Uniform_001.csv,0.1,0.04,0.986987246888
Uniform_001.csv,0.1,0.05,0.989551298976
Uniform_001.csv,0.1,0.06,0.991326758124
Uniform_001.csv,0.1,0.07,0.993288955935
Uniform_001.csv,0.1,0.08,0.993877426924
Uniform_001.csv,0.1,0.09,0.994044632156
Uniform_001.csv,0.1,0.1,0.994534883946
Uniform_001.csv,0.11,0.01,0.949472388826
Uniform_001.csv,0.11,0.02,0.974267847738
Uniform_001.csv,0.11,0.03,0.983204785619
Uniform_001.csv,0.11,0.04,0.988129873374
Uniform_001.csv,0.11,0.05,0.990040281313
Uniform_001.csv,0.11,0.06,0.991837534445
Uniform_001.csv,0.11,0.07,0.992847373443
Uniform_001.csv,0.11,0.08,0.993841187279
Uniform_001.csv,0.11,0.09,0.99454502147
Uniform_001.csv,0.11,0.1,0.994905342059
Uniform_001.csv,0.12,0.01,0.950507450043
Uniform_001.csv,0.12,0.02,0.974978779401
Uniform_001.csv,0.12,0.03,0.984421084338
Uniform_001.csv,0.12,0.04,0.987532387331
Uniform_001.csv,0.12,0.05,0.990685771022
Uniform_001.csv,0.12,0.06,0.992033713877
Uniform_001.csv,0.12,0.07,0.993381317282
Uniform_001.csv,0.12,0.08,0.994163815145
Uniform_001.csv,0.12,0.09,0.994802916307
Uniform_001.csv,0.12,0.1,0.995413945874
Uniform_001.csv,0.13,0.01,0.950915829764
Uniform_001.csv,0.13,0.02,0.975760774052
Uniform_001.csv,0.13,0.03,0.983804016601
Uniform_001.csv,0.13,0.04,0.98810953649
Uniform_001.csv,0.13,0.05,0.990590367416
Uniform_001.csv,0.13,0.06,0.99232190661
Uniform_001.csv,0.13,0.07,0.993841841007
Uniform_001.csv,0.13,0.08,0.994601246037
Uniform_001.csv,0.13,0.09,0.99495345099
Uniform_001.csv,0.13,0.1,0.995815139348
Uniform_001.csv,0.14,0.01,0.959906212728
Uniform_001.csv,0.14,0.02,0.979979671362
Uniform_001.csv,0.14,0.03,0.985590445672
Uniform_001.csv,0.14,0.04,0.989466851546
Uniform_001.csv,0.14,0.05,0.991975314483
Uniform_001.csv,0.14,0.06,0.993308812753
Uniform_001.csv,0.14,0.07,0.993958277661
Uniform_001.csv,0.14,0.08,0.994763261019
Uniform_001.csv,0.14,0.09,0.995458480863
Uniform_001.csv,0.14,0.1,0.995827155431
Uniform_001.csv,0.15,0.01,0.96146787158
Uniform_001.csv,0.15,0.02,0.979002198073
Uniform_001.csv,0.15,0.03,0.987191415887
